idx,domain,type,target_numcount,question,target_answer,r1_ox,r1_numcov_pct,r1_has_cite_marker,r1_has_support_word,r1_abstain,r1_answer_len,r1_answer_numcount,r2_ox,r2_numcov_pct,r2_has_cite_marker,r2_has_support_word,r2_abstain,r2_answer_len,r2_answer_numcount,r3_ox,r3_numcov_pct,r3_has_cite_marker,r3_has_support_word,r3_abstain,r3_answer_len,r3_answer_numcount,r4_ox,r4_numcov_pct,r4_has_cite_marker,r4_has_support_word,r4_abstain,r4_answer_len,r4_answer_numcount
44,finance,table,2,アメリカにおいて、証券に該当するデジタル資産のインサイダー取引をどのように法律で規制しているのか。具体的に教えてください。,米国の連邦レベルでは、デジタル資産固有の不公正取引規制（インサイダー取引規制・市場操作規制）は存在せず、証券に該当するデジタル資産は証券取引所法が不公正取引規制に係る根拠規定となっています。詐欺防止規制（証券取引所法10条(b)及びルール10b-5）では、証券の売買等に関連して、SECの定める規制に反して、操作的又は詐欺的な手段又は策略を使用等することを禁じています。,O,100.0,0,0,0,471,10,O,100.0,0,0,0,488,9,O,100.0,0,1,0,395,9,O,100.0,0,1,0,495,3
45,finance,paragraph,2,少子高齢化の進行に対して、国内の銀行が提供する高齢者向け金融商品・サービスの具体例と、それらが提供され始めた背景について詳しく説明してください。,国内の銀行は、高齢者向けにシルバー定期預金や年金定期預金などの優遇金利付きの預金商品を提供しています。これらの提供は、政府が1996年に『高齢社会白書』を作成したことが契機となり、開始されました。また、年金受給者向けの各種優待商品、年金相談会、ATM利用手数料無料などの会員サービスも実施されています。その他、個人年金保険や終身保険の取り扱い、信託銀行との提携による相続関係業務（遺言信託や遺産整理業務）の充実も見られます。2012年からは『後見制度支援信託』の取り扱いが始まりました。,O,100.0,0,0,0,1476,20,O,100.0,0,0,0,1206,13,O,100.0,0,0,0,1304,18,O,100.0,0,0,0,1083,16
46,finance,image,5,子育て支援の金融商品・サービスと、提供する銀行数を教えてください。,"子育て支援の金融商品・サービスは4つあります。
①貸出（例：金利優遇ローン）：銀行数59行
②預金（例：子育て応援定期預金）：24行
③自治体等の子育て支援事業と連携したサービス：21行
④その他（例：子供・学資保険）：19行",O,80.0,0,0,0,220,5,O,80.0,0,0,0,301,5,O,100.0,0,0,0,164,7,O,100.0,0,0,0,158,7
47,finance,paragraph,1,高齢者が持つ資産を有効活用するための具体的な商品やサービスにおいて、どのような課題が提起されていますか？また、リバース・モーゲージにおけるリスクについての詳細を教えてください。,高齢者の資産を有効活用するための具体的な商品やサービスには、ファンドの利用、世代を超えたローン商品、リバース・モーゲージの活用などが挙げられます。しかし、これらの取り組みにはいくつかの課題があります。特にリバース・モーゲージに関しては、「長生き」、「金利」、「住宅価格変動」の3大リスクが存在します。「長生き」のリスクは、借手が予想よりも長く生きた場合に融資資金が不足する可能性を指します。「金利」のリスクは、金利変動によって返済負担が増加するリスクを意味します。「住宅価格変動」のリスクは、担保となる住宅の価格が下落することで、融資額が担保価値を上回ってしまう可能性です。これらのリスクがあるために、リバース・モーゲージの民間での普及が難しく、何らかの公的保証が必要だと指摘されています。,O,0.0,0,1,0,950,2,O,0.0,0,0,0,984,2,O,100.0,0,0,0,1066,7,O,100.0,0,0,0,1017,4
48,finance,paragraph,0,相続時精算課税制度の要件を緩和し、贈与税率を引き下げることが若年層の資産形成にどのように寄与するか、税制措置と金融市場の活性化の観点から説明してください。,相続時精算課税制度の要件を緩和し、贈与税率を引き下げることで、生前贈与がしやすくなります。これにより高齢者から若年層への資産移転が促され、若年層の資産形成が進むことが期待されます。若年層が資産を保有することで消費や投資が活発になり、結果として証券市場の活性化が見込まれます。さらに、配当・利子・譲渡益について一定額まで非課税とすることやより幅広い損益通算を認める金融所得課税の一体化によって投資意欲が高まり、経済全体の活性化に寄与する可能性があります。,O,,0,0,0,761,3,O,,0,0,0,673,4,O,,0,0,0,444,0,O,,0,0,0,565,2
49,finance,table,2,2021年の手形・小切手の目標値と実績値は何枚でしたか？,"目標値は2,693万枚、実績値は2,718万枚でした。",O,100.0,0,0,0,56,3,O,100.0,0,0,0,53,4,O,100.0,0,0,0,80,4,O,100.0,0,0,0,80,4
50,finance,image,1,決済・経理業務の電子化推進強化月間で全銀協作成動画を利用した金融機関の割合は何％ですか？,7.7%です。,X,0.0,0,0,1,101,0,O,100.0,0,0,0,59,1,X,0.0,0,0,1,167,1,O,100.0,0,0,0,23,1
51,finance,image,1,電子決済手段を利用しない理由で「電子的決済手段と比べ、約束手形の方が利便性が高いため」と回答した企業の割合は何％ですか？,12%です。,X,0.0,0,0,1,79,0,O,100.0,0,0,0,52,1,X,0.0,0,0,1,114,0,O,100.0,0,0,0,83,3
52,finance,image,1,2022年の中堅企業のでんさいの発生記録請求件数は何件ですか？,136万件です。,X,0.0,0,0,0,87,1,O,100.0,0,0,0,51,3,X,0.0,0,0,1,147,3,O,100.0,0,0,0,49,2
53,finance,paragraph,6,2020年から2021年の間に全国の金融機関の預金残高が大幅に増加した理由と2007年のグローバル金融危機（GFC）期間における預金残高の傾向との違いを比較して説明します。,2020年から2021年の間に全国の金融機関の預金残高が大幅に増加した主な理由は、COVID-19ファンデミックによって政府が大規模な資金供給と制度的融資を行ったためです。これにより、企業は多くの資金を預金口座に入金することになり、同時に消費者の消費活動が抑制され、預金が増加しました。一方、2007年のグローバル金融危機（GFC）期間中は、景気後退による金融機関の信用の縮小が発生し、預金水準が下落しました。当時、預金残高が危機発生前の水準に回復するまで約3年かかりました。これら2つの時期の違いは、GFCの時期には景気後退と信用の縮小により預金が減少したが、COVID-19時期には政府の積極的な資金供給と消費の抑制で預金が急増したことである。,O,66.7,0,0,0,913,18,O,66.7,0,0,0,901,16,O,83.3,0,0,0,703,17,O,83.3,0,0,0,611,15
54,finance,table,39,2001年と比較して2011年の総預貯金残高が減少した都道府県のうち、2021年に再び増加し、2001年水準を超えた都道府県はどこですか？また、その都道府県の2021年の総預貯金残高はいくらですか？,"2001年と比較して2011年に総預貯金残高が減少した都道府県は、いずれも2021年には2001年水準を超えています（すべての都道府県で2021年は2001年比プラスのため、2011年に減少していた全道府県が該当します）。該当する都道府県と2021年の総預貯金残高（兆円）は次のとおりです。
北海道34.6／青森7.2／岩手7.7／秋田5.7／山形6.6／福島13.4／茨城19.4／栃木13.4／群馬14.4／新潟15.1／富山9.1／石川9.0／福井6.5／山梨5.5／長野14.6／岐阜15.2／三重13.0／京都27.6／大阪102／兵庫43.7／奈良11.2／和歌山7.4／鳥取3.7／島根4.3／岡山14.3／広島22.4／山口10.2／徳島6.9／香川8.4／愛媛11.0／高知4.8／福岡36.5／佐賀4.5／長崎7.9／熊本10.6／大分6.9／宮崎5.6／鹿児島8.7
（注）2001年比で2011年が増加していたのは宮城・埼玉・千葉・東京・神奈川・静岡・愛知・滋賀・沖縄であり、これら以外が2011年に減少しました。減少していた都道府県はすべて2021年に2001年比プラスへ転じています。",X,28.2,0,0,0,520,38,X,33.3,0,0,0,600,38,X,33.3,0,0,0,489,33,X,30.8,0,0,0,426,24
